year,month,day,hour,minute,second,event
1991,11,6,1,7,8,4452
1991,11,6,1,9,1,6891
1991,11,6,1,33,43,331
1991,11,6,2,38,9,2005
1991,11,6,2,56,38,246
1991,11,6,4,9,29,607
1991,11,6,4,47,24,73902
1991,11,6,15,4,58,521
1991,11,6,23,25,27,1079
1991,11,7,1,47,25,202
1991,11,7,22,2,4,3537
1991,11,7,23,48,15,798
1991,11,8,2,55,12,5531
1991,11,8,4,53,4,686
1991,11,8,6,33,20,231
1991,11,8,9,7,35,990
1991,11,8,11,0,57,3049
1991,11,8,14,58,14,294
1991,11,8,15,6,30,303
1991,11,8,16,41,33,3820
1991,11,8,17,3,5,55911
1991,11,8,18,12,27,307
1991,11,8,23,0,29,2420
1991,11,8,23,10,55,308
1991,11,9,2,7,56,1101
1991,11,9,2,14,9,944
1991,11,9,3,48,23,874
1991,11,9,4,9,35,536
1991,11,9,6,37,48,528
1991,11,9,7,1,47,204
1991,11,9,8,42,40,4044
1991,11,9,13,33,11,224
1991,11,9,14,28,2,266
1991,11,9,15,10,14,204
1991,11,9,15,45,47,3473
1991,11,9,17,48,34,257
1991,11,9,18,7,48,649
1991,11,9,18,10,26,553
1991,11,9,20,52,8,241093
1991,11,9,21,2,54,8686
1991,11,9,23,42,38,567
1991,11,10,1,28,18,130100
1991,11,10,9,11,21,3653
1991,11,10,9,35,41,524
1991,11,10,11,15,16,729
1991,11,10,12,13,57,1226
1991,11,10,12,30,17,279
1991,11,10,13,31,14,376
1991,11,10,13,48,9,228
1991,11,10,18,8,26,566
1991,11,10,20,9,24,406509
1991,11,10,20,33,16,545
1991,11,10,22,8,49,240
1991,11,10,22,10,47,3327
1991,11,11,2,7,2,558
1991,11,11,9,56,27,1202
1991,11,11,14,29,40,460
1991,11,11,14,55,57,442
1991,11,11,16,37,57,26277
1991,11,11,19,46,47,857
1991,11,11,21,20,16,1505
1991,11,11,21,27,20,356
1991,11,11,22,9,50,393
1991,11,11,22,52,48,3587
1991,11,12,9,39,23,1517
1991,11,12,10,49,25,428
1991,11,12,12,11,7,371
1991,11,12,12,14,38,244
1991,11,12,12,49,30,627
1991,11,12,15,31,35,531
1991,11,12,23,10,2,376
1991,11,12,23,47,37,732
1991,11,13,0,47,48,1446
1991,11,13,12,52,43,2862
1991,11,13,21,16,14,99587
1991,11,13,22,57,10,302
1991,11,14,6,47,41,1233
1991,11,14,15,40,26,8782
1991,11,14,17,45,6,662
1991,11,14,18,34,33,260
1991,11,14,20,42,12,1272
1991,11,14,22,12,55,319
1991,11,15,3,51,38,1122
1991,11,15,7,1,25,237
1991,11,15,10,9,59,273
1991,11,15,16,40,59,382
1991,11,15,22,37,37,1300000
1991,11,16,3,44,25,589
1991,11,16,4,53,54,614
1991,11,16,6,55,42,887
1991,11,16,16,3,21,386
1991,11,16,18,58,53,348
1991,11,17,7,2,28,4448
1991,11,17,11,1,50,575
1991,11,18,4,42,58,1553
1991,11,18,8,4,48,1209
1991,11,18,10,54,45,2199
1991,11,18,12,57,56,1164
1991,11,18,16,0,2,239
1991,11,18,17,7,15,1949
1991,11,18,17,18,14,439
1991,11,19,9,28,36,13312
1991,11,19,13,38,56,5187
1991,11,19,15,7,23,633
1991,11,20,0,54,9,10960
1991,11,20,2,31,45,624
1991,11,21,16,42,43,875
1991,11,24,8,22,29,2852
1991,11,26,9,56,24,485
1991,11,28,3,40,46,3736
1991,11,29,20,13,56,12345
1991,11,29,21,41,12,1412
1991,11,30,0,33,26,256
1991,11,30,2,2,30,415
1991,11,30,3,45,23,717519
1991,11,30,5,55,14,1006
1991,11,30,9,43,59,1770
1991,11,30,9,52,48,12725
1991,11,30,10,4,7,7290
1991,11,30,10,21,34,592
1991,11,30,10,26,52,475
1991,11,30,10,30,21,1291
1991,11,30,13,41,41,3254
1991,11,30,19,5,56,1889
1991,12,1,0,20,23,1223
1991,12,1,1,15,19,299
1991,12,1,1,52,25,486
1991,12,1,3,1,26,2444
1991,12,1,4,19,41,13098
1991,12,1,5,7,59,973
1991,12,1,5,56,15,2677
1991,12,1,6,6,22,556
1991,12,2,1,12,3,17239
1991,12,2,5,5,19,2762
1991,12,3,5,14,33,413
1991,12,3,6,21,5,430
1991,12,3,16,45,39,3305
1991,12,3,23,44,49,393
1991,12,4,2,12,38,1096
1991,12,4,5,15,1,3156
1991,12,4,10,37,16,1431
1991,12,4,14,33,35,563
1991,12,4,17,43,21,102035
1991,12,4,21,11,5,451
1991,12,5,6,51,7,594
1991,12,5,7,35,5,33942
1991,12,5,12,58,0,480
1991,12,5,16,2,43,297
1991,12,5,19,59,4,1059
1991,12,6,0,35,9,786
1991,12,6,16,2,37,228
1991,12,6,21,2,50,7731
1991,12,7,12,15,31,1524
1991,12,7,13,57,42,633
1991,12,7,19,58,40,423
1991,12,7,20,0,25,271
1991,12,7,21,42,57,554
1991,12,7,21,52,50,12341
1991,12,7,23,6,7,348
1991,12,8,0,35,25,1142
1991,12,8,1,19,14,434
1991,12,8,5,20,42,619
1991,12,8,5,28,12,844
1991,12,8,5,31,26,316
1991,12,8,7,35,6,2952
1991,12,8,10,38,5,466
1991,12,8,14,41,23,601
1991,12,8,16,52,48,527
1991,12,8,16,54,20,403
1991,12,8,17,39,54,344
1991,12,8,17,43,15,314
1991,12,8,19,33,36,3159
1991,12,8,22,17,17,1002
1991,12,8,23,4,42,3957
1991,12,8,23,51,16,399
1991,12,9,2,5,2,1058
1991,12,9,3,20,55,815
1991,12,9,3,42,38,474
1991,12,9,4,38,36,2524
1991,12,9,4,51,20,724
1991,12,9,5,24,27,857
1991,12,9,6,43,17,247
1991,12,9,8,7,8,285
1991,12,9,8,17,13,482
1991,12,9,9,41,24,27530
1991,12,9,11,36,42,271
1991,12,9,13,47,4,58399
1991,12,9,14,27,58,6713
1991,12,9,15,31,29,207
1991,12,9,16,54,13,1747
1991,12,9,17,4,18,260
1991,12,9,17,48,53,1216
1991,12,9,18,53,50,6586
1991,12,9,19,2,10,298
1991,12,9,19,12,45,766
1991,12,9,19,18,22,1386
1991,12,9,19,59,41,6435
1991,12,9,20,21,47,624
1991,12,9,20,54,0,1212
1991,12,9,21,41,40,264
1991,12,9,22,2,50,583
1991,12,9,23,5,21,652
1991,12,9,23,34,40,341
1991,12,9,23,44,6,295
1991,12,9,23,48,56,1114
1991,12,9,23,54,48,481
1991,12,10,0,41,8,6447
1991,12,10,0,48,48,597
1991,12,10,0,59,23,493
1991,12,10,1,11,46,900
1991,12,10,2,37,30,328
1991,12,10,4,1,34,944
1991,12,10,7,40,57,3022
1991,12,10,7,45,47,1439
1991,12,10,8,52,43,445
1991,12,10,9,2,3,258
1991,12,10,9,5,30,509
1991,12,10,10,31,57,1385
1991,12,10,10,39,47,347
1991,12,10,13,7,33,496
1991,12,10,18,11,18,3574
1991,12,10,18,26,47,427
1991,12,10,19,48,26,260
1991,12,10,19,51,23,303
1991,12,10,20,57,26,501
1991,12,10,21,5,48,2863
1991,12,10,21,28,21,535
1991,12,10,23,5,20,2166
1991,12,10,23,10,46,271
1991,12,11,0,22,58,433
1991,12,11,0,31,14,1077
1991,12,11,0,35,19,349
1991,12,11,0,45,53,279
1991,12,11,2,1,54,433
1991,12,11,2,3,20,733
1991,12,11,3,1,8,3862
1991,12,11,3,53,37,2032
1991,12,11,5,25,13,592
1991,12,11,9,51,11,403
1991,12,11,11,27,17,11798
1991,12,11,12,22,16,380
1991,12,11,13,1,6,560
1991,12,11,15,26,52,997
1991,12,11,18,32,19,12479
1991,12,11,19,11,51,10462
1991,12,11,22,22,41,650
1991,12,11,22,27,48,369
1991,12,12,3,0,34,23992
1991,12,12,4,28,31,1031
1991,12,12,7,21,20,279
1991,12,12,7,24,13,348
1991,12,12,10,53,53,450
1991,12,12,17,5,33,4882
1991,12,12,21,8,41,822
1991,12,13,0,48,44,3156
1991,12,13,3,53,42,77480
1991,12,13,5,26,48,928
1991,12,13,6,50,31,1111
1991,12,13,8,1,19,10111
1991,12,13,8,2,56,462
1991,12,13,14,26,41,6610
1991,12,13,20,18,42,883
1991,12,13,20,27,31,307
1991,12,14,1,3,16,52225
1991,12,14,3,55,46,1591
1991,12,14,4,10,57,503
1991,12,14,4,25,4,614
1991,12,14,4,43,25,688
1991,12,14,5,46,22,413
1991,12,14,5,48,40,29966
1991,12,14,10,51,24,2252
1991,12,14,14,49,43,33420
1991,12,14,16,30,18,14023
1991,12,14,16,48,43,513
1991,12,14,17,46,4,383
1991,12,14,19,23,38,7801
1991,12,14,19,40,52,342
1991,12,14,20,56,53,116856
1991,12,14,22,32,57,1487
1991,12,14,22,50,39,1414
1991,12,15,0,46,23,4765
1991,12,15,2,5,2,15267
1991,12,15,3,55,6,2760
1991,12,15,3,57,31,368
1991,12,15,5,8,23,8439
1991,12,15,5,27,46,570
1991,12,15,6,25,14,107164
1991,12,15,6,29,35,433
1991,12,15,8,10,53,1549
1991,12,15,11,21,18,1791
1991,12,15,11,41,39,197834
1991,12,15,12,57,26,1945
1991,12,15,13,56,14,25154
1991,12,15,14,27,18,12716
1991,12,15,15,29,5,1437
1991,12,15,17,49,30,790
1991,12,15,18,32,46,488658
1991,12,15,18,41,6,492
1991,12,15,18,42,59,997
1991,12,15,19,22,15,610
1991,12,15,20,29,4,518
1991,12,15,22,2,55,529
1991,12,15,22,34,21,3524
1991,12,15,23,28,32,3822
1991,12,16,0,44,21,295
1991,12,16,1,1,59,47423
1991,12,16,1,6,14,541
1991,12,16,1,18,25,791
1991,12,16,1,28,42,381
1991,12,16,2,18,18,6967
1991,12,16,3,13,8,85055
1991,12,16,4,0,23,892
1991,12,16,4,23,13,584
1991,12,16,4,46,21,17412
1991,12,16,5,59,35,460
1991,12,16,6,6,58,2864
1991,12,16,10,43,13,2285
1991,12,16,12,1,48,6938
1991,12,16,12,26,58,788
1991,12,16,13,10,35,13045
1991,12,16,13,54,39,1424
1991,12,16,14,0,45,1989
1991,12,16,15,13,0,8693
1991,12,16,18,12,24,1086
1991,12,16,19,24,34,991282
1991,12,16,19,43,57,591
1991,12,16,19,48,56,336
1991,12,16,21,14,7,1052
1991,12,17,3,39,19,2589
1991,12,17,4,51,19,275
1991,12,17,6,30,25,10817
1991,12,17,8,21,51,426
1991,12,17,14,3,39,5987
1991,12,17,14,6,9,451
1991,12,17,15,32,30,458
1991,12,17,17,27,20,763
1991,12,17,17,40,6,314
1991,12,17,17,48,59,577
1991,12,17,19,29,21,1901
1991,12,17,20,10,13,1100
1991,12,17,20,42,57,260
1991,12,17,21,42,22,1794
1991,12,18,4,33,43,896
1991,12,18,6,20,38,796
1991,12,18,10,4,7,285
1991,12,18,10,27,40,71235
1991,12,18,12,7,44,272
1991,12,18,12,21,7,1567
1991,12,18,12,27,22,1631
1991,12,18,12,31,22,1651
1991,12,18,13,20,39,6808
1991,12,18,15,39,19,367
1991,12,18,16,35,54,467
1991,12,18,16,52,59,1473
1991,12,18,16,56,41,539
1991,12,18,18,41,47,8933
1991,12,18,19,30,21,542
1991,12,18,19,57,29,882
1991,12,18,22,32,31,624
1991,12,19,0,52,59,1365
1991,12,19,6,47,48,469
1991,12,19,6,50,19,4165
1991,12,19,6,55,23,957
1991,12,19,14,17,43,471
1991,12,19,16,25,39,291
1991,12,19,18,45,24,1024
1991,12,20,10,45,16,2444
1991,12,20,10,52,52,358
1991,12,20,14,3,40,1200000
1991,12,20,14,55,26,45892
1991,12,20,18,27,6,569
1991,12,20,20,10,31,556
1991,12,20,21,5,51,2532
1991,12,20,22,30,29,352
1991,12,20,22,39,24,2290
1991,12,21,2,19,34,667
1991,12,21,5,23,57,623
1991,12,21,6,50,42,735
1991,12,21,10,4,46,362
1991,12,21,10,52,52,304
1991,12,21,13,17,58,824
1991,12,21,15,46,50,1453
1991,12,21,20,55,9,567
1991,12,22,1,15,33,418
1991,12,22,4,8,39,364
1991,12,22,7,43,16,296
1991,12,22,7,52,36,525
1991,12,22,9,2,36,405
1991,12,22,9,14,41,51107
1991,12,22,13,55,16,1451
1991,12,22,16,21,12,235
1991,12,22,16,53,35,39117
1991,12,22,18,25,21,392
1991,12,22,21,4,30,469
1991,12,22,22,48,50,384
1991,12,23,0,12,38,983
1991,12,23,0,22,10,1185
1991,12,23,0,43,53,520
1991,12,23,1,41,9,656
1991,12,23,1,48,42,506
1991,12,23,2,35,11,1103
1991,12,23,4,53,4,1400
1991,12,23,6,54,37,359
1991,12,23,8,18,49,1048
1991,12,23,10,7,41,555
1991,12,23,11,15,48,18751
1991,12,23,12,27,7,2754
1991,12,23,12,36,29,1525
1991,12,23,13,15,21,10050
1991,12,23,13,24,36,466
1991,12,23,13,26,4,2347
1991,12,23,14,54,27,420
1991,12,23,15,47,46,3072
1991,12,23,15,55,4,1284
1991,12,23,17,18,14,2270
1991,12,23,17,29,54,678
1991,12,23,17,39,46,2388
1991,12,23,18,48,50,468
1991,12,23,21,7,49,939
1991,12,23,22,41,55,445
1991,12,23,22,44,45,1264
1991,12,24,1,18,34,2877
1991,12,24,1,43,50,622
1991,12,24,2,27,36,1722
1991,12,24,3,7,49,121832
1991,12,24,4,5,31,351
1991,12,24,4,27,48,21171
1991,12,24,4,40,43,19093
1991,12,24,4,43,30,1696
1991,12,24,4,45,9,411
1991,12,24,5,54,19,2309
1991,12,24,9,21,3,505
1991,12,24,10,29,7,12997
1991,12,24,13,22,6,2214
1991,12,24,13,28,51,1053
1991,12,24,14,52,54,352
1991,12,24,15,44,0,2503
1991,12,24,16,57,29,539
1991,12,24,18,2,4,1104
1991,12,24,18,37,59,54944
1991,12,24,20,17,48,306
1991,12,24,21,36,13,1489
1991,12,24,21,40,28,644
1991,12,24,22,49,22,2099
1991,12,24,22,55,33,10420
1991,12,25,2,17,59,2955
1991,12,25,4,56,25,684
1991,12,25,8,41,46,337
1991,12,25,9,51,31,5186
1991,12,25,9,54,45,499
1991,12,25,10,7,24,632
1991,12,25,10,14,42,426
1991,12,25,10,56,19,328
1991,12,25,11,0,38,7469
1991,12,25,12,54,32,63090
1991,12,25,14,39,35,1339
1991,12,25,14,51,26,376
1991,12,25,16,8,5,5472
1991,12,25,19,16,35,611
1991,12,25,21,10,13,16611
1991,12,25,22,12,40,612
1991,12,26,1,5,44,3521
1991,12,26,1,27,45,370
1991,12,26,2,41,50,763
1991,12,26,3,20,16,518
1991,12,26,4,27,57,10011
1991,12,26,4,39,33,570
1991,12,26,4,53,33,26738
1991,12,26,6,19,49,1795
1991,12,26,6,34,14,53314
1991,12,26,7,13,39,324
1991,12,26,7,18,55,313
1991,12,26,7,28,20,19461
1991,12,26,8,3,52,10540
1991,12,26,9,34,38,13260
1991,12,26,10,38,24,362
1991,12,26,10,42,12,828
1991,12,26,10,47,43,738648
1991,12,26,12,3,56,2195
1991,12,26,12,32,6,4352
1991,12,26,13,17,37,368
1991,12,26,13,33,12,8923
1991,12,26,13,43,4,495
1991,12,26,14,0,59,501
1991,12,26,14,50,58,221
1991,12,26,15,0,10,4977
1991,12,26,15,28,2,5786
1991,12,26,16,24,52,8778
1991,12,26,16,26,53,619
1991,12,26,17,16,39,21523
1991,12,26,18,3,23,19786
1991,12,26,18,9,2,8726
1991,12,26,19,39,31,365
1991,12,26,20,15,9,1882
1991,12,26,21,6,1,858
1991,12,26,21,30,6,3489
1991,12,26,21,36,57,238096
1991,12,26,22,52,1,2534
1991,12,26,23,0,29,514
1991,12,27,0,31,40,390
1991,12,27,1,2,57,752
1991,12,27,1,47,17,2666
1991,12,27,3,15,12,308
1991,12,27,3,32,10,2808
1991,12,27,5,31,28,732
1991,12,27,6,30,52,860
1991,12,27,8,44,18,452
1991,12,27,8,46,14,1532
1991,12,27,11,8,55,97881
1991,12,27,12,57,37,4238
1991,12,27,13,27,27,1082
1991,12,27,16,33,3,3253
1991,12,27,17,12,40,6545
1991,12,27,17,16,35,100461
1991,12,27,19,10,58,783
1991,12,27,20,38,10,774
1991,12,27,23,56,14,467
1991,12,28,2,32,42,1688
1991,12,28,3,7,26,497
1991,12,28,4,45,46,8616
1991,12,28,8,49,52,6722
1991,12,28,9,7,30,779
1991,12,28,10,19,45,747
1991,12,28,10,39,36,20199
1991,12,28,10,51,2,5556
1991,12,28,12,9,49,1262
1991,12,28,12,26,20,74821
1991,12,28,13,23,0,396
1991,12,28,15,29,34,514
1991,12,28,17,27,19,1419
1991,12,28,18,5,24,659
1991,12,28,18,23,17,2751
1991,12,28,18,34,17,850
1991,12,28,19,1,48,15194
1991,12,28,19,34,2,433
1991,12,28,21,9,12,108770
1991,12,28,21,48,50,7623
1991,12,28,22,48,31,8251
1991,12,29,0,25,37,688
1991,12,29,1,10,20,535
1991,12,29,10,30,5,733
1991,12,29,11,24,17,1919
1991,12,29,12,3,53,557
1991,12,29,13,26,1,1211
1991,12,29,14,37,28,555
1991,12,29,15,58,50,5248
1991,12,29,16,22,27,883
1991,12,29,16,24,50,833
1991,12,29,16,33,29,669
1991,12,29,20,47,24,2224
1991,12,29,23,37,15,19044
1991,12,30,1,31,1,1209
1991,12,30,2,51,16,522
1991,12,30,4,55,43,2735
1991,12,30,5,46,26,1318
1991,12,30,6,24,3,482
1991,12,30,8,58,11,557
1991,12,30,10,19,0,2492
1991,12,30,10,58,34,4342
1991,12,30,12,27,17,5597
1991,12,30,15,16,15,9477
1991,12,30,16,48,34,21321
1991,12,30,18,14,12,372
1991,12,30,21,9,55,2310
1991,12,30,23,6,37,155643
1991,12,30,23,12,6,756
1991,12,31,2,1,7,41518
1991,12,31,3,23,51,34816
1991,12,31,10,22,6,5955
1991,12,31,11,23,58,575
1991,12,31,11,47,57,901
1991,12,31,12,5,25,1725
1991,12,31,12,43,47,2617
1991,12,31,12,48,56,800
1991,12,31,13,6,48,5931
1991,12,31,14,45,11,5499
1991,12,31,15,47,39,4345
1991,12,31,17,36,34,2576
1991,12,31,22,28,0,5596
1991,12,31,22,41,56,837
1991,12,31,23,50,12,1259
1992,1,1,1,7,2,408
1992,1,1,2,48,6,2634
1992,1,1,2,53,45,639
1992,1,1,3,6,54,19026
1992,1,1,3,30,0,59770
1992,1,1,9,31,53,5818
1992,1,1,9,40,7,674
1992,1,1,11,59,48,1155
1992,1,1,12,44,29,518
1992,1,1,15,48,54,656
1992,1,1,17,7,30,558
1992,1,1,17,18,18,681
1992,1,1,19,41,24,631
1992,1,1,19,46,17,583
1992,1,1,19,59,36,5160
1992,1,1,20,12,7,631
1992,1,1,20,21,59,3139
1992,1,2,2,23,56,470
1992,1,2,2,25,55,745
1992,1,2,4,14,42,2163
1992,1,2,5,5,26,9413
1992,1,2,6,46,52,595
1992,1,2,6,55,45,46582
1992,1,2,7,1,55,520
1992,1,2,7,7,0,1373
1992,1,2,9,54,16,470
1992,1,2,14,29,39,3639
1992,1,2,15,51,59,34113
1992,1,2,17,30,49,1989
1992,1,2,17,49,34,1245
1992,1,2,19,21,0,376
1992,1,2,19,27,53,14551
1992,1,2,21,6,34,10866
1992,1,2,22,8,50,6449
1992,1,3,1,32,19,1175
1992,1,3,4,58,54,1019
1992,1,3,5,48,34,1376
1992,1,3,7,20,25,4517
1992,1,3,7,41,39,5992
1992,1,3,8,55,37,451
1992,1,3,9,35,43,3886
1992,1,3,10,42,58,8005
1992,1,3,14,24,47,441
1992,1,3,17,5,12,1739
1992,1,3,19,50,35,1652
1992,1,3,21,30,26,770
1992,1,3,21,38,36,359
1992,1,4,0,23,3,1711
1992,1,4,5,31,21,7562
1992,1,4,11,12,16,3032
1992,1,4,12,1,27,681
1992,1,4,12,7,11,594
1992,1,4,23,58,39,809
1992,1,5,2,42,15,2818
1992,1,5,2,55,35,5594
1992,1,5,5,1,4,526
1992,1,5,5,8,17,746
1992,1,5,17,2,21,2374
1992,1,5,17,5,31,565
1992,1,5,19,57,33,1696
1992,1,6,3,45,3,864
1992,1,6,4,1,8,588
1992,1,6,8,23,56,1800
1992,1,7,4,15,10,4414
1992,1,7,4,59,8,2444
1992,1,7,5,7,23,1141
1992,1,7,7,47,41,687
1992,1,7,10,40,36,616
1992,1,7,12,22,59,446
1992,1,7,13,42,56,2902
1992,1,7,13,49,58,394
1992,1,7,17,0,8,2353
1992,1,7,23,30,42,760
1992,1,7,23,31,56,2283
1992,1,8,2,11,19,364
1992,1,8,5,32,31,2913
1992,1,8,8,16,52,8636
1992,1,8,8,40,51,13470
1992,1,8,11,36,40,1064
1992,1,8,12,58,49,30076
1992,1,8,14,21,18,3593
1992,1,8,16,5,46,4341
1992,1,8,17,34,16,777
1992,1,8,19,28,32,4967
1992,1,8,20,45,18,314
1992,1,9,1,11,42,450
1992,1,9,3,12,51,649
1992,1,9,6,2,32,1743
1992,1,9,6,4,58,605
1992,1,9,6,12,55,951
1992,1,9,12,40,49,45952
1992,1,9,18,41,37,701
1992,1,9,19,53,34,3871
1992,1,9,22,54,21,606
1992,1,10,0,45,51,429
1992,1,10,8,29,19,351
1992,1,11,1,23,58,280
1992,1,12,17,36,19,1764
1992,1,13,16,59,56,3289
1992,1,13,17,28,14,44793
1992,1,13,19,5,57,187
1992,1,14,11,50,26,741
1992,1,14,17,50,34,734
1992,1,14,19,23,20,2462
1992,1,14,20,37,34,1541
1992,1,14,20,57,49,817
1992,1,15,8,58,40,4033
1992,1,15,12,42,22,2407
1992,1,15,15,49,9,3535
1992,1,16,17,47,14,1426
1992,1,18,20,37,54,505
1992,1,19,1,38,39,304
1992,1,21,19,41,53,4978
1992,1,23,2,38,18,1296
1992,1,24,22,39,11,1008
1992,1,25,1,4,15,260
1992,1,25,10,50,9,558
1992,1,25,19,40,52,470
1992,1,25,22,57,1,562
1992,1,26,14,51,4,1752
1992,1,26,20,42,25,716
1992,1,27,4,21,44,2247
1992,1,27,7,42,54,301
1992,1,28,2,11,15,904
1992,1,28,2,15,21,373
1992,1,28,20,45,10,1380
1992,1,28,21,2,22,2193
1992,1,28,21,56,31,631
1992,1,28,22,0,18,479
1992,1,28,23,46,11,2125
1992,1,29,3,6,55,1769
1992,1,29,3,11,16,333
1992,1,29,6,11,28,313
1992,1,29,13,27,39,672
1992,1,29,15,39,20,499
1992,1,29,20,23,45,2999
1992,1,29,23,21,1,726
1992,1,30,2,28,19,20638
1992,1,30,9,53,15,496
1992,1,30,11,48,21,454
1992,1,30,13,16,59,2613
1992,1,30,15,57,52,2726
1992,1,30,16,6,6,438
1992,1,30,16,7,43,306
1992,1,30,19,41,51,14553
1992,1,30,22,36,7,2610
1992,1,30,23,25,51,924
1992,1,30,23,32,20,695
1992,1,30,0,1,11,1396
1992,1,31,18,0,43,388
1992,1,31,18,50,24,1186
1992,2,1,2,36,50,625
1992,2,1,14,12,4,1713
1992,2,1,18,54,45,980
1992,2,1,20,48,13,9348
1992,2,1,23,46,8,322
1992,2,2,4,34,2,341
1992,2,2,6,15,25,361
1992,2,2,7,42,37,1785
1992,2,2,9,6,7,112530
1992,2,2,10,53,24,603
1992,2,2,10,59,45,688
1992,2,2,14,0,25,1197
1992,2,2,14,8,41,510
1992,2,2,15,14,35,1789
1992,2,2,16,57,29,412
1992,2,2,17,6,57,373
1992,2,2,18,33,48,586
1992,2,2,18,50,5,1600
1992,2,2,19,40,45,711
1992,2,2,21,29,58,597
1992,2,2,22,46,39,18164
1992,2,2,23,10,47,798
1992,2,3,0,45,17,14684
1992,2,3,1,57,29,422
1992,2,3,3,31,33,931
1992,2,3,3,34,26,816
1992,2,3,4,1,47,3225
1992,2,3,5,30,22,534
1992,2,3,5,32,37,534
1992,2,3,6,47,6,420
1992,2,3,6,49,37,820
1992,2,3,6,54,12,1647
1992,2,3,6,58,37,22182
1992,2,3,7,5,38,3487
1992,2,3,8,36,51,557
1992,2,3,9,57,7,2050
1992,2,3,9,59,18,1499
1992,2,3,10,7,42,1285
1992,2,3,10,16,1,516
1992,2,3,13,15,41,716
1992,2,3,14,42,16,1494
1992,2,3,14,51,1,417
1992,2,3,16,16,38,1086
1992,2,3,18,5,41,647
1992,2,3,18,54,55,1149
1992,2,3,19,11,15,3253
1992,2,3,19,35,32,6340
1992,2,3,20,23,59,331
1992,2,3,23,59,4,6107
1992,2,4,1,44,57,547
1992,2,4,3,5,13,18453
1992,2,4,3,12,5,10473
1992,2,4,5,42,12,4121
1992,2,4,7,46,42,1164
1992,2,4,7,54,13,4399
1992,2,4,10,58,12,657
1992,2,4,12,8,15,764
1992,2,4,13,41,26,330
1992,2,4,17,2,3,10247
1992,2,4,17,8,19,390
1992,2,4,19,32,35,1316
1992,2,4,22,40,31,471
1992,2,4,23,2,39,11428
1992,2,4,23,21,20,3767
1992,2,5,0,16,40,1297
1992,2,5,0,17,43,571
1992,2,5,0,36,38,508
1992,2,5,5,23,1,513
1992,2,5,6,33,58,476
1992,2,5,6,43,18,26373
1992,2,5,8,8,5,3543
1992,2,5,8,48,20,1202
1992,2,5,9,46,49,3344
1992,2,5,10,6,33,1959
1992,2,5,13,16,17,57564
1992,2,5,14,4,48,345
1992,2,5,14,10,35,1193
1992,2,5,14,19,3,1937
1992,2,5,14,24,33,550
1992,2,5,14,56,1,522
1992,2,5,16,6,23,471
1992,2,5,16,14,11,667
1992,2,5,19,3,43,720
1992,2,5,19,13,35,1162
1992,2,5,20,22,6,2167
1992,2,5,20,57,53,893
1992,2,5,23,24,10,358
1992,2,5,23,47,52,2083
1992,2,6,1,41,7,732
1992,2,6,1,48,44,930
1992,2,6,3,22,17,28395
1992,2,6,6,22,7,396
1992,2,6,8,1,8,2038
1992,2,6,9,8,29,1052
1992,2,6,9,31,13,824
1992,2,6,10,37,28,2650
1992,2,6,10,54,58,742
1992,2,6,10,56,15,1505
1992,2,6,11,57,12,1857
1992,2,6,13,30,56,393
1992,2,6,13,49,7,17343
1992,2,6,15,33,10,1814
1992,2,6,18,4,15,308
1992,2,6,20,16,27,200
1992,2,6,20,59,44,8313
1992,2,7,1,46,9,977
1992,2,7,3,27,7,1148
1992,2,7,3,42,57,36884
1992,2,7,5,36,34,540
1992,2,7,11,52,7,16832
1992,2,7,12,31,35,4116
1992,2,7,12,55,12,6169
1992,2,7,13,20,21,4480
1992,2,7,14,44,3,2202
1992,2,7,15,55,0,216
1992,2,7,21,1,11,260
1992,2,7,23,23,20,1571
1992,2,7,23,46,6,11592
1992,2,8,1,9,14,252
1992,2,8,3,21,11,143202
1992,2,8,5,35,19,1154
1992,2,8,6,20,6,378
1992,2,8,7,22,15,42706
1992,2,8,9,13,6,3574
1992,2,8,12,14,24,997
1992,2,8,13,33,57,232
1992,2,8,15,15,56,4436
1992,2,8,15,27,46,1547
1992,2,8,16,27,7,631
1992,2,8,17,1,8,544
1992,2,8,18,36,45,254
1992,2,8,18,41,16,2309
1992,2,8,18,45,34,252
1992,2,8,0,0,0,0
1992,2,8,19,46,21,1796
1992,2,8,21,24,45,5052
1992,2,9,0,13,11,1213
1992,2,9,3,26,22,311
1992,2,9,3,46,41,692
1992,2,9,5,33,31,862
1992,2,9,10,51,51,265
1992,2,9,11,5,38,2047
1992,2,9,12,40,5,497
1992,2,9,14,19,30,1628
1992,2,9,16,21,29,1729
1992,2,9,17,19,19,316
1992,2,9,22,29,47,603
1992,2,9,22,31,28,1602
1992,2,9,23,39,32,73835
1992,2,10,1,10,56,355
1992,2,10,2,57,25,298
1992,2,10,3,9,1,290
1992,2,10,3,12,18,741
1992,2,10,4,31,5,1172
1992,2,10,7,35,13,518
1992,2,10,12,25,36,769
1992,2,10,15,24,49,8271
1992,2,10,23,7,29,2351
1992,2,11,0,48,56,863
1992,2,11,3,36,31,2263
1992,2,11,3,53,14,236
1992,2,11,5,18,19,682
1992,2,11,8,22,47,339
1992,2,11,20,31,39,1005
1992,2,12,4,3,45,628
1992,2,12,13,47,36,1719
1992,2,12,22,33,51,441
1992,2,13,4,44,12,506
1992,2,13,14,1,47,2224
1992,2,13,18,43,33,808
