year,month,day,hour,minute,second,event
1991,8,1,17,11,51,533
1991,8,1,21,52,31,19231
1991,8,1,22,1,53,17056
1991,8,2,1,16,40,442
1991,8,2,2,34,16,640
1991,8,2,4,35,16,840
1991,8,2,10,14,12,1036
1991,8,2,21,31,56,3069
1991,8,3,0,7,41,426
1991,8,3,0,20,39,11696
1991,8,3,3,17,48,1122
1991,8,3,16,20,0,386
1991,8,3,17,13,12,448
1991,8,3,17,24,12,1042
1991,8,3,17,58,45,2570
1991,8,3,18,42,9,866
1991,8,3,20,11,45,745
1991,8,3,20,24,20,2023
1991,8,3,20,29,0,402
1991,8,3,20,39,25,807
1991,8,3,22,36,13,26101
1991,8,4,2,22,42,6172
1991,8,4,2,32,34,268
1991,8,4,15,6,56,431
1991,8,4,15,16,13,630
1991,8,4,17,57,52,32145
1991,8,4,18,9,55,39525
1991,8,4,18,22,56,917
1991,8,5,0,18,25,731
1991,8,5,3,39,29,738
1991,8,5,5,28,45,97998
1991,8,5,9,48,30,1050
1991,8,5,9,57,52,389
1991,8,5,17,38,36,1879
1991,8,5,22,44,41,9992
1991,8,5,23,53,18,2621
1991,8,6,1,45,0,395
1991,8,6,2,38,23,239
1991,8,6,3,12,30,521
1991,8,6,4,39,22,326
1991,8,6,4,41,20,16044
1991,8,6,7,39,59,496
1991,8,6,15,39,32,298
1991,8,6,18,8,29,603
1991,8,7,8,37,42,929
1991,8,7,11,33,40,1462
1991,8,7,11,50,37,7147
1991,8,7,19,4,21,15020
1991,8,8,1,27,25,418
1991,8,8,6,22,14,1657
1991,8,8,14,1,6,1326
1991,8,8,18,49,26,730
1991,8,9,6,57,49,591
1991,8,9,10,34,18,1144
1991,8,9,18,1,29,281
1991,8,10,17,14,53,822
1991,8,12,22,34,16,2441
1991,8,13,15,22,22,1439
1991,8,13,18,53,12,383
1991,8,14,9,44,58,492
1991,8,14,13,7,56,1386
1991,8,14,14,37,58,432
1991,8,14,18,3,9,670
1991,8,14,21,3,14,3587
1991,8,15,3,14,29,5171
1991,8,15,17,27,55,399
1991,8,15,18,22,35,625
1991,8,15,22,14,3,1710
1991,8,15,23,3,25,348
1991,8,16,0,48,13,4271
1991,8,16,5,36,50,2967
1991,8,16,6,49,21,455
1991,8,16,7,12,26,468
1991,8,16,13,6,25,1953
1991,8,16,15,16,42,458
1991,8,16,17,53,12,1031
1991,8,16,18,21,59,749
1991,8,16,18,25,52,4229
1991,8,16,19,22,52,1685
1991,8,16,19,38,3,2299
1991,8,16,19,44,52,145530
1991,8,17,0,28,32,3499
1991,8,17,1,46,34,1506
1991,8,17,3,41,51,1725
1991,8,17,7,59,52,1929
1991,8,17,10,49,51,1495
1991,8,17,17,39,3,270
1991,8,17,22,6,39,606
1991,8,17,23,38,44,529
1991,8,18,1,6,48,1689
1991,8,18,10,17,39,213
1991,8,18,22,40,23,293
1991,8,18,22,54,14,635
1991,8,19,5,34,50,2125
1991,8,19,6,57,9,1031
1991,8,19,8,1,32,382
1991,8,19,12,54,4,1331
1991,8,19,13,0,46,590
1991,8,19,14,22,47,1109
1991,8,19,16,2,27,307
1991,8,19,20,56,6,1488
1991,8,19,22,39,42,218
1991,8,20,1,0,35,1282
1991,8,20,1,32,5,311
1991,8,20,4,49,31,274
1991,8,20,6,26,25,1924
1991,8,20,12,15,9,3803
1991,8,20,18,42,11,1189
1991,8,20,19,55,20,691
1991,8,21,1,5,26,1636
1991,8,21,9,42,7,669
1991,8,21,9,53,37,2117
1991,8,21,11,30,14,328
1991,8,21,14,25,28,1060
1991,8,21,14,46,52,398
1991,8,21,17,24,50,462
1991,8,22,1,47,52,967
1991,8,22,3,11,36,846
1991,8,22,3,26,1,3519
1991,8,22,5,56,9,2354
1991,8,22,5,59,22,382
1991,8,22,15,24,55,6034
1991,8,22,18,37,48,474
1991,8,22,22,0,43,10241
1991,8,23,0,40,10,404
1991,8,23,2,36,46,410
1991,8,23,2,49,34,1451
1991,8,23,3,45,16,2177
1991,8,23,4,17,49,616
1991,8,23,4,20,21,523
1991,8,23,5,52,46,4427
1991,8,23,6,1,6,2136
1991,8,23,7,20,54,329
1991,8,23,8,22,50,550
1991,8,23,9,9,51,988
1991,8,23,10,26,49,275
1991,8,23,11,28,49,814
1991,8,23,11,49,3,727
1991,8,23,13,46,3,252
1991,8,23,17,36,47,1183
1991,8,23,19,32,30,5254
1991,8,23,19,36,26,842
1991,8,23,21,13,15,286
1991,8,23,22,33,44,503
1991,8,23,22,39,0,612
1991,8,23,22,59,39,762
1991,8,24,0,23,19,4446
1991,8,24,0,28,37,529
1991,8,24,1,32,16,350
1991,8,24,3,5,34,745
1991,8,24,3,29,7,395
1991,8,24,4,50,58,253
1991,8,24,6,31,32,498
1991,8,24,10,2,43,300
1991,8,24,10,59,59,3666
1991,8,24,11,34,18,393
1991,8,24,12,19,37,1093
1991,8,24,13,3,22,1989
1991,8,24,14,18,46,6792
1991,8,24,15,54,33,524
1991,8,24,17,5,47,379
1991,8,24,17,24,23,803
1991,8,24,20,39,29,1472
1991,8,24,22,14,58,2123
1991,8,25,0,47,33,222118
1991,8,25,3,11,36,446
1991,8,25,4,16,42,243
1991,8,25,5,26,25,938
1991,8,25,7,6,54,271
1991,8,25,9,2,24,288
1991,8,25,9,5,54,885
1991,8,25,10,53,0,415
1991,8,25,11,52,5,4332
1991,8,25,13,11,8,4647
1991,8,25,13,59,46,309
1991,8,25,14,45,0,680
1991,8,25,14,57,24,829
1991,8,25,15,1,15,648
1991,8,25,15,35,24,636
1991,8,25,15,37,20,1294
1991,8,25,16,42,20,924
1991,8,25,18,9,52,875
1991,8,25,18,20,45,708
1991,8,25,19,24,15,244
1991,8,25,19,35,44,301
1991,8,25,21,16,57,431
1991,8,26,0,30,11,1008
1991,8,26,0,47,9,261
1991,8,26,3,43,49,8814
1991,8,26,5,13,56,259
1991,8,26,5,36,37,11229
1991,8,26,6,45,45,8129
1991,8,26,7,55,26,1057
1991,8,26,8,13,19,372
1991,8,26,10,12,49,4697
1991,8,26,14,17,21,522
1991,8,26,14,24,58,13545
1991,8,26,16,3,32,349
1991,8,26,20,13,59,441
1991,8,26,23,56,41,346
1991,8,27,4,55,57,12949
1991,8,27,14,8,18,458
1991,8,27,16,55,37,516
1991,8,27,19,49,54,21080
1991,8,27,19,55,32,270
1991,8,27,23,8,45,431
1991,8,27,23,11,56,6479
1991,8,27,23,15,52,277
1991,8,27,23,26,2,558
1991,8,28,0,26,6,883
1991,8,28,0,29,46,1812
1991,8,28,2,20,14,981
1991,8,28,2,21,34,627
1991,8,28,3,27,21,881
1991,8,28,4,5,16,559
1991,8,28,6,30,38,881
1991,8,28,7,14,42,792
1991,8,28,15,50,53,5418
1991,8,28,15,59,0,81029
1991,8,29,0,24,29,686
1991,8,29,1,27,50,323
1991,8,29,5,4,47,16190
1991,8,29,8,13,18,558
1991,8,29,13,38,34,344
1991,8,29,21,39,37,528
1991,8,30,0,59,2,260
1991,8,30,1,14,32,21848
1991,8,30,10,23,33,2850
1991,8,31,1,55,38,7382
1991,9,1,2,14,37,507
1991,9,1,10,36,37,630
1991,9,1,11,38,21,777
1991,9,2,8,3,9,763
1991,9,2,10,59,10,258
1991,9,2,18,36,21,256
1991,9,2,18,47,13,332
1991,9,3,5,46,48,300
1991,9,3,6,7,5,611
1991,9,3,10,9,13,3763
1991,9,3,10,11,11,545
1991,9,3,10,18,15,1293
1991,9,3,11,1,8,382
1991,9,3,16,38,2,998
1991,9,4,5,43,54,231
1991,9,4,7,59,19,455
1991,9,4,14,23,46,393
1991,9,4,20,24,25,125207
1991,9,4,20,38,41,614
1991,9,5,1,0,55,1012
1991,9,5,1,9,57,134273
1991,9,5,2,47,39,272
1991,9,5,4,55,57,2835
1991,9,5,11,58,13,422
1991,9,5,12,35,54,1328
1991,9,5,18,21,16,389
1991,9,5,20,35,3,1458
1991,9,5,22,1,6,28851
1991,9,5,22,52,49,4566
1991,9,6,0,49,14,387
1991,9,6,2,14,33,2176
1991,9,6,2,15,54,342
1991,9,6,3,51,54,1579
1991,9,6,5,13,21,908
1991,9,6,6,41,9,596
1991,9,6,8,43,20,767
1991,9,6,16,6,8,492
1991,9,6,16,36,53,810
1991,9,6,16,39,50,350
1991,9,6,19,26,32,351
1991,9,6,20,37,6,376
1991,9,6,22,21,27,706
1991,9,6,22,26,16,1537
1991,9,6,22,27,46,377
1991,9,7,0,25,15,2246
1991,9,7,2,51,57,273
1991,9,7,4,37,36,6903
1991,9,7,4,42,50,500
1991,9,7,5,57,52,598
1991,9,7,7,32,18,316
1991,9,7,7,47,44,413
1991,9,7,9,50,44,380
1991,9,7,9,56,34,246
1991,9,7,11,29,44,2670
1991,9,7,12,10,18,268
1991,9,7,12,43,45,54932
1991,9,7,18,23,50,2393
1991,9,7,21,52,40,680
1991,9,7,23,23,47,5896
1991,9,7,23,34,55,736
1991,9,8,1,18,10,2043
1991,9,8,2,29,13,276
1991,9,8,5,40,30,3249
1991,9,8,7,41,32,337
1991,9,8,8,57,18,239
1991,9,8,9,10,43,56428
1991,9,8,9,54,16,1621
1991,9,8,11,26,55,349
1991,9,8,12,7,54,677
1991,9,8,12,58,52,3794
1991,9,8,16,22,28,259
1991,9,8,16,53,31,12921
1991,9,8,17,59,4,741
1991,9,8,18,27,45,328
1991,9,8,18,29,1,668
1991,9,8,18,31,41,828
1991,9,8,19,19,32,250
1991,9,8,20,7,47,4125
1991,9,8,22,29,21,235
1991,9,8,22,52,34,1721
1991,9,9,3,7,44,412
1991,9,9,3,22,58,2918
1991,9,9,3,37,43,826
1991,9,9,6,8,0,15807
1991,9,9,17,47,44,5174
1991,9,9,17,50,54,660
1991,9,9,18,54,52,313
1991,9,9,21,51,3,1765
1991,9,9,22,7,15,1146
1991,9,10,4,44,19,363
1991,9,10,7,32,43,225
1991,9,10,7,44,4,308
1991,9,10,13,46,7,23356
1991,9,10,16,23,11,556
1991,9,10,16,26,10,482
1991,9,10,17,53,55,478
1991,9,10,21,6,3,18927
1991,9,11,0,49,25,1130
1991,9,11,4,4,8,625
1991,9,11,8,33,52,411
1991,9,11,20,59,23,1845
1991,9,12,2,38,50,268
1991,9,12,18,22,55,433
1991,9,12,19,53,4,217
1991,9,13,5,14,24,432
1991,9,13,14,57,14,431
1991,9,13,17,49,3,1617
1991,9,14,0,5,18,2831
1991,9,14,14,24,37,2012
1991,9,14,15,6,19,271
1991,9,14,16,54,42,268
1991,9,15,14,23,19,279
1991,9,16,15,45,35,1634
1991,9,17,23,6,11,1804
1991,9,18,0,12,24,685
1991,9,18,0,20,22,617
1991,9,18,1,48,5,412
1991,9,18,1,49,22,5577
1991,9,18,1,51,57,23210
1991,9,18,1,58,33,576
1991,9,18,9,36,4,401
1991,9,18,12,59,22,283
1991,9,18,13,51,25,303
1991,9,18,17,21,45,3794
1991,9,18,22,22,11,439
1991,9,18,23,40,8,370
1991,9,19,10,50,56,224
1991,9,19,13,42,39,3988
1991,9,19,13,45,28,1166
1991,9,20,2,29,8,2037
1991,9,20,14,50,24,286
1991,9,22,15,47,39,1536
1991,9,23,17,26,44,413
1991,9,24,0,53,8,301
1991,9,24,5,19,32,253
1991,9,24,5,37,59,501
1991,9,24,13,29,4,999
1991,9,25,1,31,24,364
1991,9,25,5,0,20,1008
1991,9,25,6,12,5,738
1991,9,25,7,40,36,281
1991,9,25,8,0,30,539
1991,9,25,11,12,17,8996
1991,9,25,18,41,6,299
1991,9,25,20,35,10,903
1991,9,25,21,37,41,308
1991,9,25,23,12,29,1088
1991,9,26,2,40,43,459
1991,9,26,6,51,11,8665
1991,9,26,7,10,40,4521
1991,9,26,7,34,53,2620
1991,9,26,7,39,31,600
1991,9,26,8,55,47,577
1991,9,26,9,6,10,21448
1991,9,26,17,1,19,1599
1991,9,26,18,9,36,682
1991,9,26,20,49,11,1204
1991,9,26,23,4,59,880
1991,9,26,23,9,6,522
1991,9,27,3,25,46,589
1991,9,27,3,53,31,33282
1991,9,27,14,8,24,289
1991,9,27,15,55,35,202
1991,9,27,16,3,47,977
1991,9,27,17,21,24,803
1991,9,27,17,32,38,517
1991,9,27,20,58,30,1625
1991,9,27,22,24,21,372
1991,9,28,5,35,48,640
1991,9,28,13,22,53,258
1991,9,28,22,32,11,583
1991,9,29,0,19,8,254
1991,9,29,1,54,44,285
1991,9,29,1,58,58,267
1991,9,29,15,32,45,1750
1991,9,29,19,22,21,322
1991,9,29,20,55,33,21449
1991,9,30,4,51,38,45239
1991,9,30,8,55,37,365
1991,9,30,9,33,8,1770
1991,9,30,15,34,0,1260
1991,9,30,17,4,21,418
1991,9,30,17,15,36,569
1991,9,30,18,21,30,1112
1991,9,30,18,25,22,571
1991,9,30,20,4,9,1448
1991,9,30,22,43,16,528
1991,9,30,22,51,3,448
1991,10,1,3,30,25,553
1991,10,1,3,36,20,424
1991,10,1,5,36,47,389
1991,10,1,5,40,19,70823
1991,10,1,8,39,49,518
1991,10,1,9,32,9,925
1991,10,1,9,53,35,11384
1991,10,1,11,5,32,977
1991,10,1,11,14,16,19143
1991,10,1,11,46,11,12459
1991,10,1,11,53,40,676
1991,10,1,11,56,28,1188
1991,10,1,12,54,55,1471
1991,10,1,13,1,40,26020
1991,10,1,13,27,15,517
1991,10,1,14,12,49,1567
1991,10,1,14,22,51,476
1991,10,1,14,24,30,911
1991,10,1,14,45,48,376
1991,10,1,15,58,59,1955
1991,10,1,16,10,29,402
1991,10,1,16,38,16,12026
1991,10,1,18,5,20,2242
1991,10,1,19,14,55,1744
1991,10,1,19,19,9,979
1991,10,1,19,25,45,689
1991,10,1,20,39,32,445
1991,10,1,22,28,49,36634
1991,10,1,22,34,41,1113
1991,10,1,22,37,57,447
1991,10,1,22,40,31,340
1991,10,1,22,47,40,800
1991,10,1,23,34,59,2920
1991,10,2,0,19,44,1317
1991,10,2,0,22,2,3444
1991,10,2,1,25,7,37646
1991,10,2,2,47,7,2695
1991,10,2,6,1,57,261
1991,10,2,6,24,8,377
1991,10,2,7,27,6,4434
1991,10,2,8,49,31,5508
1991,10,2,9,23,24,1245
1991,10,2,12,3,34,284
1991,10,2,12,15,42,730
1991,10,2,12,30,14,334
1991,10,2,12,38,0,1419
1991,10,2,14,0,4,1760
1991,10,2,15,43,54,1358
1991,10,2,15,49,26,1534
1991,10,2,17,4,14,1471
1991,10,2,18,8,34,939
1991,10,2,18,15,59,1280
1991,10,2,20,23,55,827
1991,10,2,23,38,14,731
1991,10,3,1,55,32,406
1991,10,3,3,39,23,902
1991,10,3,4,14,15,1383
1991,10,3,4,23,32,1144
1991,10,3,5,44,3,589
1991,10,3,6,37,21,2251
1991,10,3,8,48,25,337
1991,10,3,8,52,8,3552
1991,10,3,10,9,6,5890
1991,10,3,10,16,58,5438
1991,10,3,11,33,6,1091
1991,10,3,11,37,24,482
1991,10,3,13,17,14,553
1991,10,3,20,36,11,6182
1991,10,3,22,15,37,840
1991,10,3,22,35,53,8485
1991,10,3,0,1,46,681
1991,10,4,0,9,33,390
1991,10,4,1,27,41,839
1991,10,4,2,42,39,399
1991,10,4,2,45,25,460
1991,10,4,2,47,57,429
1991,10,4,4,15,59,432
1991,10,4,9,34,41,1646
1991,10,4,9,44,29,2957
1991,10,4,11,23,30,622
1991,10,4,13,52,28,1132
1991,10,4,20,11,58,701
1991,10,4,20,16,1,2244
1991,10,4,21,44,26,392
1991,10,4,23,22,39,454
1991,10,5,0,31,32,2886
1991,10,5,0,34,11,1346
1991,10,5,4,0,53,669
1991,10,5,4,7,11,690
1991,10,5,6,51,0,2202
1991,10,5,10,46,11,914
1991,10,5,13,23,50,1498
1991,10,5,14,32,47,415
1991,10,5,14,35,58,2111
1991,10,5,14,36,47,2585
1991,10,5,22,52,5,2534
1991,10,6,7,42,12,1077
1991,10,6,10,1,40,586
1991,10,6,15,31,25,1366
1991,10,6,18,37,10,459
1991,10,6,23,51,39,569
1991,10,7,1,16,45,830
1991,10,7,1,24,57,3921
1991,10,7,2,16,34,393
1991,10,7,2,53,22,668
1991,10,7,5,43,14,546
1991,10,7,5,46,0,587
1991,10,7,5,54,24,1789
1991,10,7,6,51,52,581
1991,10,7,7,9,51,1378
1991,10,7,7,29,13,2522
1991,10,7,8,32,56,506
1991,10,7,8,40,50,7011
1991,10,7,8,45,20,2583
1991,10,7,10,17,17,5389
1991,10,7,13,21,17,818
1991,10,7,13,37,7,1256
1991,10,7,15,27,52,6852
1991,10,7,17,57,51,591
1991,10,7,23,0,23,680
1991,10,8,0,22,29,394
1991,10,8,6,17,25,8911
1991,10,8,6,19,13,469
1991,10,8,8,34,35,5119
1991,10,8,11,19,35,2643
1991,10,8,12,52,17,1789
1991,10,8,13,57,25,499
1991,10,8,20,14,59,592
1991,10,8,20,48,36,881
1991,10,8,22,0,8,594
1991,10,8,22,8,31,426
1991,10,9,0,59,56,1343
1991,10,9,5,49,51,597
1991,10,9,5,58,30,1684
1991,10,9,7,13,27,4170
1991,10,9,10,11,54,481
1991,10,9,21,21,45,1277
1991,10,9,21,28,5,1224
1991,10,10,4,58,41,1863
1991,10,10,6,26,39,1060
1991,10,10,20,42,37,667
1991,10,11,1,31,24,663
1991,10,11,3,0,19,600
1991,10,11,13,42,7,465
1991,10,11,16,46,10,5410
1991,10,12,4,57,51,587
1991,10,12,5,1,37,836
1991,10,12,5,5,22,22605
1991,10,12,10,5,38,43156
1991,10,12,16,8,40,855
1991,10,12,22,14,34,5125
1991,10,12,23,54,27,503
1991,10,13,9,21,34,945
1991,10,13,10,54,5,2510
1991,10,13,18,10,7,55355
1991,10,13,20,11,36,24547
1991,10,13,21,28,48,2138
1991,10,14,2,48,53,1009
1991,10,14,4,3,10,1900
1991,10,14,6,44,28,988
1991,10,14,7,9,53,569
1991,10,14,9,42,54,522
1991,10,14,9,50,26,3736
1991,10,14,10,3,30,15000
1991,10,14,10,5,51,2467
1991,10,14,10,10,38,8621
1991,10,14,10,23,44,4889
1991,10,14,11,14,13,16098
1991,10,14,11,31,43,594
1991,10,14,13,35,48,794
1991,10,14,17,34,43,234571
1991,10,14,17,45,42,1715
1991,10,15,1,29,30,104714
1991,10,15,1,44,3,9484
1991,10,15,2,46,16,512
1991,10,15,3,16,34,1307
1991,10,15,6,13,5,39326
1991,10,15,9,15,25,21378
1991,10,15,10,35,19,976
1991,10,15,11,21,14,12185
1991,10,16,4,18,32,621
1991,10,16,10,34,23,588
1991,10,17,13,52,35,543
1991,10,18,1,13,46,7498
1991,10,18,4,7,19,351
1991,10,21,0,57,53,10087
1991,10,21,11,3,55,1310
1991,10,21,20,36,53,8591
1991,10,21,20,51,11,318
1991,10,21,21,10,3,991
1991,10,21,21,56,50,360
1991,10,21,22,0,29,372
1991,10,21,22,33,29,2039
1991,10,22,2,28,51,499
1991,10,22,4,35,20,3537
1991,10,22,5,49,59,527
1991,10,22,6,15,59,365
1991,10,22,7,6,40,1243
1991,10,22,7,37,17,891
1991,10,22,8,1,16,2814
1991,10,22,12,25,21,1379
1991,10,22,12,32,54,2069
1991,10,22,15,2,8,388
1991,10,22,18,5,19,482
1991,10,22,20,3,8,560
1991,10,22,20,23,41,360
1991,10,22,22,52,59,828
1991,10,23,0,53,24,3324
1991,10,23,1,45,16,376
1991,10,23,1,53,44,231
1991,10,23,2,28,41,684
1991,10,23,3,18,14,560
1991,10,23,4,10,53,624
1991,10,23,4,53,24,1189
1991,10,23,6,47,0,596
1991,10,23,6,50,41,460
1991,10,23,6,53,1,2425
1991,10,23,8,41,45,12335
1991,10,23,13,18,4,327
1991,10,23,16,27,26,120873
1991,10,23,17,36,51,1640
1991,10,23,19,20,37,426
1991,10,23,19,35,11,443
1991,10,23,20,35,58,1748
1991,10,23,20,47,0,13277
1991,10,23,20,57,3,5598
1991,10,23,22,24,37,143863
1991,10,24,0,7,28,3756
1991,10,24,1,14,6,829
1991,10,24,1,21,7,27168
1991,10,24,4,16,7,3503
1991,10,24,4,23,35,552
1991,10,24,4,32,22,1962
1991,10,24,4,55,23,663
1991,10,24,4,59,37,10146
1991,10,24,6,17,40,980
1991,10,24,6,28,10,18511
1991,10,24,7,43,42,762
1991,10,24,7,53,34,539
1991,10,24,7,59,16,3169
1991,10,24,8,0,29,543
1991,10,24,9,14,48,1337
1991,10,24,9,36,37,845
1991,10,24,9,39,54,1184
1991,10,24,10,59,27,760
1991,10,24,11,7,3,478
1991,10,24,11,59,53,971
1991,10,24,12,42,49,46627
1991,10,24,16,37,21,710
1991,10,24,16,38,35,895
1991,10,24,16,54,49,817028
1991,10,24,18,18,25,5663
1991,10,24,18,24,25,1703
1991,10,24,18,57,12,4242
1991,10,24,20,10,6,865
1991,10,24,20,13,49,1738
1991,10,24,20,20,38,528
1991,10,24,21,55,32,879
1991,10,24,21,59,25,2964
1991,10,24,22,4,14,333
1991,10,24,22,44,53,1315
1991,10,24,23,13,21,2442
1991,10,24,23,17,23,11173
1991,10,24,23,26,25,422
1991,10,24,23,27,37,628
1991,10,25,2,3,2,449
1991,10,25,2,4,56,504
1991,10,25,2,8,6,248
1991,10,25,2,14,52,1029
1991,10,25,2,28,56,1671
1991,10,25,3,32,30,377
1991,10,25,3,34,45,12925
1991,10,25,3,54,23,3289
1991,10,25,3,57,59,253
1991,10,25,4,57,23,222
1991,10,25,5,0,20,2107
1991,10,25,5,13,23,962
1991,10,25,5,16,47,1286
1991,10,25,5,19,48,768
1991,10,25,5,21,1,3615
1991,10,25,5,29,55,10460
1991,10,25,5,34,1,3770
1991,10,25,5,37,4,433
1991,10,25,7,3,46,4845
1991,10,25,7,13,55,971
1991,10,25,8,50,6,1682
1991,10,25,8,54,17,2083
1991,10,25,10,6,39,803
1991,10,25,10,22,57,27524
1991,10,25,11,45,45,1091
1991,10,25,14,53,2,580
1991,10,25,15,57,48,2425
1991,10,25,17,22,26,483
1991,10,25,17,30,40,4532
1991,10,25,17,33,53,9352
1991,10,25,18,58,19,2403
1991,10,25,20,29,25,378
1991,10,25,21,24,29,322
1991,10,25,22,5,54,604
1991,10,25,22,50,12,326
1991,10,26,0,6,46,681
1991,10,26,0,13,34,2183
1991,10,26,0,20,25,266
1991,10,26,0,31,1,584
1991,10,26,2,42,56,2022
1991,10,26,7,58,56,957
1991,10,26,8,16,5,472
1991,10,26,9,21,38,1332
1991,10,26,12,54,56,391
1991,10,26,13,36,31,594
1991,10,26,14,10,45,4495
1991,10,26,17,28,58,661
1991,10,26,18,48,35,25930
1991,10,26,20,15,25,414
1991,10,26,20,36,4,174445
1991,10,26,21,19,38,347
1991,10,26,21,46,47,1147
1991,10,27,0,33,57,2748
1991,10,27,0,40,4,1033
1991,10,27,2,0,10,907
1991,10,27,2,9,0,334995
1991,10,27,2,32,56,284
1991,10,27,2,49,23,519
1991,10,27,5,21,0,610
1991,10,27,5,25,32,608
1991,10,27,10,13,52,493
1991,10,27,12,56,38,48270
1991,10,27,17,31,58,348
1991,10,27,18,2,58,827
1991,10,27,19,54,6,3290
1991,10,27,20,56,51,1912
1991,10,27,22,17,12,1542
1991,10,27,22,42,12,832
1991,10,27,22,43,37,248
1991,10,27,22,59,7,1120
1991,10,28,0,32,42,2972
1991,10,28,1,25,18,998
1991,10,28,1,30,55,5894
1991,10,28,2,6,31,362
1991,10,28,2,57,14,758
1991,10,28,2,58,53,668
1991,10,28,6,13,50,649
1991,10,28,6,32,24,21333
1991,10,28,6,36,33,2027
1991,10,28,8,14,3,482
1991,10,28,11,28,55,431
1991,10,28,12,36,31,18061
1991,10,28,12,41,11,1818
1991,10,28,15,25,25,14290
1991,10,28,15,50,56,306
1991,10,28,17,21,30,474
1991,10,28,17,27,33,502
1991,10,28,17,29,34,2195
1991,10,28,17,32,55,481
1991,10,28,17,38,34,5122
1991,10,28,18,26,23,581
1991,10,28,19,1,6,5128
1991,10,28,19,9,44,9987
1991,10,28,20,19,2,1369
1991,10,28,20,27,2,1165
1991,10,28,21,36,31,12229
1991,10,28,21,56,39,399
1991,10,28,22,14,14,343
1991,10,28,23,2,37,2692
1991,10,28,23,12,17,1238
1991,10,28,23,39,47,3704
1991,10,29,0,48,7,1384
1991,10,29,0,59,9,646
1991,10,29,1,17,18,304
1991,10,29,2,6,1,507
1991,10,29,2,8,31,5339
1991,10,29,2,37,3,897
1991,10,29,4,22,31,899
1991,10,29,4,27,55,322
1991,10,29,4,33,28,850
1991,10,29,5,51,56,337
1991,10,29,7,12,34,323
1991,10,29,7,33,34,2164
1991,10,29,9,0,31,468
1991,10,29,10,16,15,927
1991,10,29,10,19,14,3655
1991,10,29,10,31,12,2149
1991,10,29,11,53,49,257
1991,10,29,12,2,12,470
1991,10,29,14,36,37,385
1991,10,29,15,5,41,1135
1991,10,29,17,50,28,2758
1991,10,29,18,10,38,1390
1991,10,29,19,8,36,2503
1991,10,29,19,41,5,4882
1991,10,29,20,55,35,7412
1991,10,29,21,21,12,1437
1991,10,29,22,22,52,388
1991,10,29,23,49,47,5125
1991,10,29,23,51,34,614
1991,10,30,0,22,13,312
1991,10,30,1,48,14,731
1991,10,30,2,9,40,1469
1991,10,30,3,21,8,620
1991,10,30,3,30,22,1035
1991,10,30,4,43,9,659
1991,10,30,4,53,11,1239
1991,10,30,5,16,30,6401
1991,10,30,5,21,38,1022
1991,10,30,6,21,40,199853
1991,10,30,7,57,43,2617
1991,10,30,8,4,0,4345
1991,10,30,8,21,13,331
1991,10,30,10,0,33,663
1991,10,30,10,1,21,1741
1991,10,30,13,7,18,6218
1991,10,30,14,25,34,1179
1991,10,30,14,30,47,493
1991,10,30,17,43,37,661
1991,10,30,17,47,46,2090
1991,10,30,18,32,47,377
1991,10,30,19,13,39,160138
1991,10,30,20,24,38,3623
1991,10,30,20,39,48,443
1991,10,30,21,44,50,790
1991,10,30,22,5,38,3721
1991,10,30,22,13,11,478
1991,10,30,22,25,29,19459
1991,10,30,23,37,14,499
1991,10,31,0,53,7,1294
1991,10,31,2,16,33,628
1991,10,31,2,41,51,372
1991,10,31,2,50,38,580
1991,10,31,2,59,36,1704
1991,10,31,5,39,56,485
1991,10,31,7,9,14,465
1991,10,31,8,46,26,842
1991,10,31,9,10,26,21256
1991,10,31,13,56,34,3629
1991,10,31,18,19,56,2281
1991,10,31,18,25,27,954
1991,10,31,19,41,20,7973
1991,10,31,21,18,13,8406
1991,10,31,21,39,45,14261
1991,10,31,22,33,50,2782
1991,10,31,22,56,7,648
1991,10,31,22,58,43,5017
1991,10,31,23,6,57,308
1991,11,1,0,11,30,427
1991,11,1,0,25,20,18784
1991,11,1,0,34,25,409
1991,11,1,0,38,31,2473
1991,11,1,3,34,23,780
1991,11,1,5,4,11,588
1991,11,1,8,5,38,233
1991,11,1,8,22,49,1060
1991,11,1,14,1,57,1626
1991,11,1,19,25,5,269
1991,11,1,20,16,16,5476
1991,11,1,20,27,30,42696
1991,11,1,21,57,34,16218
1991,11,1,23,48,56,10407
1991,11,2,1,24,53,4790
1991,11,2,2,31,4,889
1991,11,2,2,44,10,319
1991,11,2,4,1,45,493
1991,11,2,4,3,17,1167
1991,11,2,4,44,36,628
1991,11,2,14,44,2,1664
1991,11,2,16,34,18,9105
1991,11,2,22,28,17,415
1991,11,2,22,31,3,442
1991,11,3,3,17,11,856
1991,11,3,11,15,52,1051
1991,11,3,13,9,46,230
1991,11,3,15,51,29,3248
1991,11,3,16,25,18,1929
1991,11,3,17,17,3,192
1991,11,3,20,46,49,1669
1991,11,3,21,0,50,293
1991,11,3,23,23,29,1368
1991,11,4,1,0,27,258
1991,11,4,2,32,34,18068
1991,11,4,4,30,4,587
1991,11,4,6,8,20,328
1991,11,4,11,44,59,1002
1991,11,4,22,51,23,4677
1991,11,5,9,56,39,2144
1991,11,5,11,40,29,449
1991,11,5,15,49,39,2513
1991,11,5,16,13,36,3666
1991,11,5,18,55,10,497
1991,11,5,22,6,11,57350
